image_id,human_english,human_romanian,AI_english,AI_romanian
768107631097552897-1.jpg,"RT @nytimes: The HPV vaccine prevents cancer, but most kids aren't getting it https://t.co/8mICuof8G1 https://t.co/1CLtX3Y2eD","E bine sa te protejezi in timp cu un vacin, daca acesta este verificat. Sentimentul este neutru din cauza copilului asemeanea noua cand am fost de aceea varsta ne simtim fortati sa il facem fara prea multe detalii.",a cartoon doctor is holding a syringe to a child,un medic de desene animate ține o seringă la un copil
768108184749891584-1.jpg,RT @FriendsofAlAqsa: G4S is refusing to provide any assurance that it will not sign new contracts with Israel #StopG4S https://t.co/fxBGq8G…,Sentiment netru datorita faptului ca e doar o cladire,a large building with a large sign on it,o clădire mare cu un semn mare pe ea
768108419643379714-1.jpg,Can't go wrong with #succulentdecor #casafina ❤️❤️???????? https://t.co/IePM2zitzK,Micile minuni le naturii.,a person holding a small plant in a small pot,o persoană care deține o plantă mică într-o oală mică
768108469970800640-1.jpg,Being in meetings all day is such hard work with all this awful food ???? #workinghard https://t.co/u7MBW6DsNC,Bauturi din capsuni dulciuri,a table with several desserts and drinks on it,o masă cu mai multe deserturi și băuturi pe ea
768108507728080896-1.jpg,RT @wahl_beobachter: Wahlplakate from Hell: Make Celle stupid again https://t.co/DwWYfonzdB via @MoriMelodei #kwnds https://t.co/ebuIFJxGEG,Deorece pancarda de jos spune ca ceea de sus insulta pe cea de sus,"a sign on a pole that says ""schwarzwald ist genu""","un semn pe un stâlp pe care scrie ""schwarzwald ist genu"""
768108511888871424-1.jpg,"RT @ExposeTPP: Rumors of #TPP's death too hasty, says @OurFuture. We still have a major fight to #StopTPP https://t.co/uJezgckvDP https://t…",este un anunt politic,tpp - stop the tpp,Tpp - oprește Tpp
768108553861230592-1.jpg,RT @cringedolan: WHAT FUCKING LANGUAGE IS MY FUCKING PHONE IN FUVNING HELP ME FUCK https://t.co/0B4xDXVdRa,Comentariile la o postare de a ta te face sa te simti mai bine prin faptul ca vezi ca altora le pasa despre tine sau opinia ta,instagram - screenshot,Instagram - captură de ecran
768108784543670273-1.jpg,RT @Inbarajs: Straight to the point. Lit af resignation letter... I can't 😂😂😂 https://t.co/c5u8qqCQpJ,De obicei daca tu esti cel care face scrisoarea de demitere inseamna ca deja ti ai gasit un loc de munca mai bun si nu esti fericit la cel de acum,resignation letter for job application,scrisoare de demisie pentru cererea de angajare
768108956493287424-1.jpg,RT @_Marywanna_: Kylie's dog is ugly af https://t.co/IS5D4TelTy,Amuzant,"a woman holding a dog with a caption that says ""my dog is so cute""","o femeie care ţine un câine cu o legendă care spune ""câinele meu e atât de drăguţ"""
768109103319089152-1.jpg,Dealing with Depression? Don't miss this FREE event! #singing #poetry #testimonies Fri Sep 2nd 7pm @NACFAliante. https://t.co/4Y35SD1HIf,Nu am incredere in prezentare.,a flyer for the gi you got up here event,un pliant pentru gi ai aici eveniment
768109321427251200-1.jpg,RT @LitClapbacks: This is why you shouldn't talk shit ???? https://t.co/h6nAXKFkeq,Comentariul are un limbaj vulgar,i never judge or hate on love but this bitch aint got a regular vagina how did she get a bag of vaginas,N-am judeca sau ura pe dragoste dar aceasta catea nu a primit un vagin regulat cum a obtine o punga de vagine
768109321427251200-2.jpg,RT @LitClapbacks: This is why you shouldn't talk shit ???? https://t.co/h6nAXKFkeq,Este o gluma,a woman with a big head and a caption that says i know not u don't,O femeie cu un cap mare şi o legendă care spune că nu ştiu.
768109342394552320-1.jpg,When you're too careless with the hydrogen peroxide in work. #whoops https://t.co/2HXOux8eZt,Un elev a scris cu creta pe tabla,a person with a white mark on their finger,o persoană cu un semn alb pe deget
768109413693550592-1.jpg,RT @FunnyPicsDepot: When u see the corner deli store getting robbed but remember they charged u $32 for one of those cheap ass usb cords ht…,"Este pozitiv, nu pare nimic rau",an older woman sitting in bed with a cup of coffee,o femeie mai în vârstă stând în pat cu o ceaşcă de cafea
768109422090399744-1.jpg,FRSC Official Whose Eye was Damaged By Soldiers Begs for Justice (Video) https://t.co/n0DdquACWr https://t.co/qot4465kzQ,Faptul ca un om si-a pierdut un ochi este rau,a man with a bandage on his face laying on a couch,un om cu un bandaj pe fata lui de stabilire pe o canapea
768109447226990592-1.jpg,Pretty poor @VirginTrains the first class cabin is absolutely filthy on today's 4.30pm Edinburgh to London! https://t.co/Mo5SwkgDRP,Mizerie neprimitoare.,a person sitting on a train seat with a phone,o persoană care stă pe un scaun de tren cu un telefon
768109485000953856-1.jpg,The Makeup Industry's Frustrating Cycle of Struggle and Progress for Women of Color https://t.co/savlUMbAZi https://t.co/t2gwRzJEA4,"O campanie de pe facebook, creata si sustinuta de feministe exagerate. ",a woman is standing in front of a wall of masks,O femeie stă în faţa unui zid de măşti.
768109510137380864-1.jpg,"Although The Law Does Not Exist, Black Man Forced To Pay City Of Dallas $259 For Not… https://t.co/LdNFy6Kbe7 https://t.co/t0rYj9GaJN",Doar un om langa casa sa,a man stands in front of a house with a fence,un om stă în faţa unei case cu un gard
768109526927024128-1.jpg,RT @priyankaghatak: @narendramodi @pmoindia Ministers nd to be accountable.If they don't perform sack tm @VijayGoelBJP #Jaisha incident htt…,`Atat cazul atletei cat si formularea ar trebui sa aduca si anumite rezolvari nu doar eliminarea unui om dintr-o greseala,goel can't manage our athletes,Goel nu se poate descurca cu sportivii noştri.
768109782762913792-1.jpg,HuffPo: Clinton Cash the Single Most Damaging Attack on Hillary https://t.co/ywsbyBmCjK #crookedhillary #imwithher https://t.co/EfOnZzcad9,Anunț dintr-un ziar sau o revistă veche.,the clinton cash book,cartea de numerar Clinton
768109875050213376-1.jpg,RT @CabBish_: i blocked my ex on everything but she some how managed to message me through direct tv https://t.co/xpPZPSCgLB,Ce cute,"a tv screen showing a message that says ""select one to send to the princess""","un ecran tv care arată un mesaj pe care scrie ""selectează unul pentru a trimite prințesei"""
768110114150776832-1.jpg,"RT @ProtestPics: Just because you can't see it, Doesn't mean mental illness doesn't exist. https://t.co/OtUijcFleA","curiozitate, explorare",two brain scans with the words adhd brain and normal brain,două scanări cerebrale cu cuvintele adhd creier și creier normal
768110382556643330-1.jpg,"RT @ajplus: Daniel Harris was shot dead by a NC state trooper.He was deaf, mute and unarmed: https://t.co/zRSkHEbYYV https://t.co/kwHDo72…","Imaginea de fata imi transmite un sentiment pozitiv, intrucat prezinta atingerea unei tinte personale, setate anterior si in mod constient. Se poate observa satisfactia implinirii scopului propus.",a man in green jacket holding a pole on top of a mountain,un om în jachetă verde care ţine un stâlp pe vârful unui munte
768110676158083073-1.jpg,RT @jeromegravesbm1: Patrick Daniel Tillman gave up a multi-million dollar career in the NFL. He didn't threaten to move he gave his life h…,o persoana iute de manie si dura,a man in uniform with an american flag behind him,Un om în uniformă cu un steag american în spatele lui.
768110747490496512-1.jpg,RT @myboycrushs: if you ever feel sad just look at these pictures of andrew garfield in his spiderman suit with kids https://t.co/JG4OeMbmcF,Copiii sunt foarte draguti.,a man in spider - man costume holding a baby,un bărbat în costum de păianjen - bărbat care ţine un copil
768111158507077633-1.jpg,RT @Justin_Poet_22: This was so kak sad as a child https://t.co/lX7UYD8Nxk,Copilarie si tristete,pikachu is standing in front of a fire,Pikachu stă în faţa unui incendiu.
768111447935188992-1.jpg,RT @trueIifesayings: The day my childhood was ruined👊 #HannahMontanaMemories https://t.co/RhdJz1tAHI,frumos,a woman sitting on a stool with long hair,o femeie care stă pe un scaun cu părul lung
768111691196489728-1.jpg,@TripleKyun Siivagunner: Taking dumb inside jokes and burying them into the fucking ground since 2016 https://t.co/bZUru6X4ji,deoarece pare ca are o durere acuta,a man with long hair and a smile,Un bărbat cu părul lung şi un zâmbet
768111980599271424-1.jpg,RT @zeynep: And 1000 lashes. Barbaric. RT @BBCWorld: Saudi blogger Raif Badawi gets 10 year jail sentence http://t.co/5OAKEdTAzz http://t.c…,Un sentiment de nesiguranta deoarece persoana din imagine are o privire fixa,a man with long hair and a brown jacket,un om cu părul lung şi o jachetă maro
768112391640977409-1.jpg,RT @andendall: The storm is coming -Join our voice -for we will not be ignored.https://t.co/TJLh866bbN https://t.co/6AvuJ95ib7,"greutatea adevarului, impresie de autoritate",better to be slapped with the truth than kissed with a lie,Mai bine să fie pălmuit cu adevărul decât sărutat cu o minciună
768112408422383616-1.jpg,RT @JackBlaine3: Princeton bans the word 'man' to prevent hurt feelings. https://t.co/ch0JmSx6I1 Academia Crazier by the Day. https://t.co/…,"la prima vedere genereaza o senzatie ciudata
",a set of people with different body parts,un set de oameni cu diferite părți ale corpului
768112714581499905-1.jpg,RT @itsAghaFahad: #ALH We want to build peace that's why we can't take any such decision that could violate the workers: #AamirLiaqu… https…,deoarece astfel de emisiuni au in general scopul de a panica oamenii,live with arya and raja - 28th july 2019,traiesc cu arya si raja - 28 iulie 2019
768112714619035648-1.jpg,RT @attn: The terrible reason trans women are being denied healthcare in prison: https://t.co/lpfyl2L0dU https://t.co/ujQb7pzosX,Violent asupra femilor trebuie sa inceteze.,a woman with a bloody face and a cell phone,o femeie cu o faţă sângeroasă şi un telefon mobil
768112798484180992-1.jpg,RT @JUNM1LLYEONA1RE: it's either exo gets mistreated in variety shows or exo-ls receive unfair &amp; rough treatment from the security. https:/…,o persoana care se uita fix la un lucru care nu ii place,a young man with a black shirt smiling,Un tânăr cu o cămaşă neagră zâmbind
768112811050307584-1.jpg,"RT @stevewightman1: Honoring #USArmy Sgt James Thomas Kickliter, died 8/23/1968 in South Vietnam. Honor him so he is not forgotten. https:/…",deoarece duce cu ideea la razboi si la nesiguranta pe care o ai atunci cand te afli intr-un conflict armat,a man in military uniform standing next to a machine gun,un om în uniformă militară stând lângă o mitralieră.
768112878180114432-1.jpg,RT @DumbPeopleAsf: wow this evolution of garbage trucks is insane😅😅 https://t.co/MV6fI4bVjP,o imagine simpla cu o persoana care vrea sa ia sau sa puna un butoi in caruta,a man and a horse pulling a wagon down a street,un om şi un cal trăgând o căruţă pe stradă
768113058522685440-1.jpg,Finished these dumb chairs and now I wouldn't mind lighting them on fire now https://t.co/kA4u8OW507,imaginea unor fotolii viu colorate asezate intr-o incapere,two chairs with a striped upholstered seat,două scaune cu un scaun tapițat cu dungi
768113062721286144-1.jpg,RT @Neka_L0han: Ugh! RT @TurnupFoxy: I wouldn't take the risk😂 https://t.co/RL4lPp0DNC,acest tip de imagini sunt distribuite mai des decat ar trebui,re-tweet in 12 seconds for luck in your finances,Re-tweet în 12 secunde pentru noroc în finanțele dumneavoastră
768113326983438336-1.jpg,"@yasminAelnaggar You work and you work and you work at a marriage, but all he cares about is his stupid boat. https://t.co/5K8u0zDvZP",disconfort si confuzie,"person on the person, person, person, person, person, person, person, person, person, person, person, person","persoana, persoana, persoana, persoana, persoana, persoana, persoana, persoana, persoana, persoana, persoana, persoana, persoana, persoana, persoana"
768113519892070400-1.jpg,RT @mshelton: I'm going to be very upset if Stranger Things season 2 is not an extended monologue from Barb. https://t.co/h0JdnILpVS,ironie,a woman with glasses and a book in front of lockers,o femeie cu ochelari şi o carte în faţa dulapurilor
768113524103012353-1.jpg,"RT @seventeen: .@JustinBieber Singing an Acoustic Version of ""Cold Water"" With Fans is So Emotional https://t.co/aRRwvXALrE https://t.co/dF…",Vreau să ascult acum piesele lui,justin bieber performs at the 2013 american music awards,Justin Bieber interpretează la premiile muzicale americane 2013
768114404911095808-1.jpg,"Your only problem, perhaps, is that you scream without letting yourself cry. —Nietzscheartwork by Mojo Wang https://t.co/iFLn0hk7Yr","durere scapare, insuportabil",a man with his head in his hands and a pink background,un om cu capul în mâini și un fundal roz
768114404911095808-2.jpg,"Your only problem, perhaps, is that you scream without letting yourself cry. —Nietzscheartwork by Mojo Wang https://t.co/iFLn0hk7Yr",Idea de open minded ,a person with their head in the air and a pink triangle,o persoană cu capul în aer și un triunghi roz
768114413308174336-1.jpg,"RT ReutersOpinion: ‘The kids aren’t necessarily alright’ - millennials’ relative poverty, on the Viewsroom: … https://t.co/zv6CCnJkxk",Monotonia vietii.,a man wearing headphones on a subway train,un om care poartă căşti într-un tren de metrou
768114513946214404-1.jpg,RT @miniradebe_: people who walk like they have no direction in life and you can't pass them on either the left or right hand side https://…,"deoarece reprezinta o imagine pe care o poti auzi,iar sunetul reprezentat genereaza dureri de cap",a young boy is running down the stairs on a deck,Un tânăr aleargă pe scări pe o punte.
768114555905904640-1.jpg,RT @yasellatuan: RIP self esteem😒This is so unfair. I hate him!😔 https://t.co/PwX0fu9MTY,Is this some new BTS c**p going on again?,a woman with long hair holding a microphone,o femeie cu părul lung care ţine un microfon
768114958546694144-1.jpg,RT @naegi_en: Here You Piece Of shits take your White Haired Anime Boy lust after his useless penguin form https://t.co/Gtn3VjYg5J,simbolul copilariei,a cartoon penguin wearing a jacket and holding a knife,un pinguin de desene animate care poartă o jachetă și deține un cuțit
768115055002988545-1.jpg,"RT @martylyricfm: #LouisStewart has passed, so sad and such a talent https://t.co/YzJA8ml9Av",cool,an older man playing a guitar on a television,un om mai în vârstă cântând la chitară la televizor
768115059214065664-1.jpg,RT @SammyLev: Can't make this up. @brandonthomas6 hit a grand slam tonight that smashed a windshield. That's his own truck. https://t.co/B1…,deoarece acest tip de imagini te fac sa iti amintesti ce se poate intampla intr-un moment de neatentie si consecintele pe care le poate avea acea situatie,a car with a shattered windshield and broken glass,o masina cu parbrizul spart si sticla sparta
768115101178163200-1.jpg,Having this on my eye is depressing asl... I miss my mf baby 😩😩😩 https://t.co/6ahGorMjl6,cea mai inocenta perioada din viata unui om,a baby is sitting in a baby walker,Un bebeluş stă într-un copil plimbăreţ.
768115352815308800-1.jpg,#Kechara #FoodBank benefitting this elderly suffering from stroke#tsemtulku #helpthepoor #charity #communitywork https://t.co/ftKjEnpFqw,Ajutor ,a woman in a red shirt and a man in a red shirt,o femeie într-o cămaşă roşie şi un bărbat într-o cămaşă roşie
768115579290988545-1.jpg,RT @puppieswflowers: if you are sad https://t.co/tFLu8m6Rcw,Un catel fericit,a puppy is standing in some flowers,Un căţeluş stă în nişte flori.
768115591882403840-1.jpg,Ted Cruz calls Trump a ‘snivelling coward’ over tweets about his wife https://t.co/lpat1hfCEm https://t.co/KJ4JtHnB4X,Politica,two men standing at podiums with their arms outstretched,doi bărbaţi stând pe podiumuri cu braţele întinse
768115730323611648-1.jpg,RT @therealkayg0ldi: All they know is hate when you doing good???? https://t.co/tCA0VGLw2k,bet the boobs are fake,a woman with curly hair wearing a tank top and skirt,o femeie cu par cret purtand un tanc de top si fusta
768115956807639040-1.jpg,RT @FBB_World: #StopTheTrucks Animals suffer during their terrible journey to death You can take action now https://t.co/qC5JfJfLqE https:/…,Si comfortul animalelor conteaza.,stop the trucks campaign,Opriţi campania camioanelor
768115994531209217-1.jpg,"In case you missed it!1 HOUR LEFT on this FEAR BREAKTHROUGH COACHING SPECIALDo ""IT"" https://t.co/Sz3U6XWowC https://t.co/yLUUPbb7Xc",Imaginea trezește starea de mobilitate.,transform fear into action written on blackboard,transforma frica in actiune scrisa pe tabla
768116099405713408-1.jpg,"RT @JoseZeJoker: They all got arms crossed apart from Jesús Navas, who can't cross.... https://t.co/e1Wt2UY3LP",Daca iti place fotbalul de ce nu,the manchester city team line up for the game against liverpool,Manchester City echipa linia de până pentru jocul împotriva Liverpool
768116195874762753-1.jpg,RT @soturntaliens: When your mom slap tf outta you in public and you trying not to cry https://t.co/vRg6jle08d,"I think Wiz had a bit too much last night, let's all agree on it.",a man with dreadlocks and tattoos on his face,un om cu tearlocks și tatuaje pe fata lui
768116363638353920-1.jpg,Why having a job you hate in your 20s is bad for your health in your 40s https://t.co/G4i77Mf5dn https://t.co/Se25XA8Kvv,He is stressed,a man in a white shirt is sitting at a desk with his head on the table,Un bărbat cu o cămaşă albă stă la un birou cu capul pe masă.
768116485281701888-1.jpg,RT @bestofheath: With the cast of 10 Things I Hate About You https://t.co/LEbFhEAKoo,"o poza cu prietenii sau familia
","person, person, person, person, person, person, person, person, person, person, person, person, person, person, person, person, person, person, person, person, person, person, person, person, person, person, person, person, person, person, person, person, person, person, person, person, person, person, person, person, person, person, person, person, person, person, person, person, person, person,","persoana, persoana, persoana, persoana, persoana, persoana, persoana, persoana, persoana, persoana, persoana, persoana, persoana, persoana, persoana, persoana, persoana, persoana, persoana, persoana, persoana, persoana, persoana, persoana, persoana, persoana, persoana, persoana, persoana, persoana, persoana, persoana, persoana, persoana, persoana, persoana, persoana, persoana, persoana, persoana, persoana, persoana, persoana, persoana, persoana, persoana, persoana, persoana, persoana, persoana, persoana, persoana, persoana, persoana, persoana, persoana, persoana, persoana, persoana, persoana, persoana"
768116527203778564-1.jpg,RT @AreeqChowdhury: Virgin acting as though people don't have to sit on the floor... pictured below in 1st class to Manc #traingate https:/…,oboseala,a man sitting on the floor with a suitcase,un om care stă pe podea cu o valiză
768116594321096705-1.jpg,RT @elle_del68: In life have a friend that is like a mirror and shadow.Mirror doesn't lie and shadow never leaves. https://t.co/iHQOXjXSFY,Veselie.,a little girl in a pink dress looking at herself in a mirror,o fetita intr-o rochie roz uitandu-se la ea in oglinda
768116598527975429-1.jpg,"RT @tlrd: WikiLeaks Outed Gay Men in Saudi Arabia, Where Homosexuality is Punishable by Death https://t.co/g22nH82mex https://t.co/WR1zBYsE…",Reportaj,julian assange is a hero,Julian Assange este un erou
768116611110801408-1.jpg,"RT @Shanghai_JJL: You will not be punished for your anger, you'll be punished by it. #wisdom #InspireThemRetweetTuesday #life https://t.co/…",Trebuie să mai lucrez la reacțiile mele,the true hero is one who conquers his own anger and hatred,Adevăratul erou este cel care îşi învinge propria furie şi ură.
768116644656709632-1.jpg,RT @BenHCarrington: Hard to ignore the allegorical significance of a black woman trying to console white women upset at HER for existing ht…,Rivale care se susțin ,two women are hugging each other on a track,Două femei se îmbrăţişează reciproc pe o pistă.
768117856831549446-1.jpg,RT @rainymondays: when u think he's choking u out of love &amp; u hear em whisper u stupid bitch i have u exactly where i fucking wanted u http…,Foarte amuzant.,a small dog with its tongue out and its owner's hand,un caine mic cu limba afara si mana proprietarului sau
768117894559305729-1.jpg,RT @JoinAAP: Victim of drugs will not be treated as criminals. Special care to get them de addicted.Hope Of Punjab Kejriwal https://t.co…,New Ramadan or some revolution going on here?,punjab aap de naal,Punjab aap de naal
768117995247902720-1.jpg,crying I shared this on Facebook &amp; didn't read the last bit my nan will be thinking I'm some whore 😩😭😂 https://t.co/Vic29Mmpch,What is going on here,"two barbie dolls with the caption, when your friends ask you wanna drink and go out","Două păpuşi Barbie cu legendă, când prietenii tăi te întreabă dacă vrei să bei şi să ieşi în oraş."
768118028781416448-3.jpg,"RT @HeyYouNotYouYuu: @JYPnation Is this how you treat ""family"" that has worked non stop for days?Even fans of other casts were shocked htt…",Cred că e o căldură infernală acolo,people walking down the street with umbrellas,oameni de mers pe jos pe stradă cu umbrele
768118230095241218-1.jpg,"RT @SilERabbit: How can #HillarysEmails be blamed on staff, Russia and Powell, but not Hillary? No press conferences, so don't ask. https:/…",Corupție ,a political cartoon of an army general,un desen animat politic al unui general al armatei
768118397871599617-1.jpg,RT @urboynico: E! news just called this look a fail and I had to change the channel before I threw something at the TV https://t.co/z0bHtm8…,don't feel anything special about this,rihanna denim jacket,jacheta rihanna denim
768118448203313152-1.jpg,"RT @beeyroyce: THIS IS WHY BLACK PEOPLE HATE WHITE PEOPLE APPROPRIATING BLACK HAIRSTYLES LIKE BRAIDS, DREADS ETC. https://t.co/cSh088ucmF",Rasism,a screenshot of a news article about a girl with natural hair,o captură de ecran a unui articol de știri despre o fată cu păr natural
